name,address,primary_category,type,subtype,food_tier,lat,lon,color_r,color_g,color_b,osm_id,osm_type,osm_shop,osm_amenity,brand,opening_hours,website,phone,geocode_source
ALDI,"2647, West 12th Street, Erie, PA, 16505",Food & Grocery,Grocery Store,Full-Service Grocery,value,42.1009489,-80.1400119,34,197,94,7600980761,node,supermarket,,ALDI,Mo-Su 08:30-20:00,https://stores.aldi.us/pa/erie/2647-west-12th-street,+1 855-955-2534,openstreetmap
ALDI,"16500, Conneaut Lake Road, Meadville, PA, 16335",Food & Grocery,Grocery Store,Full-Service Grocery,value,41.6231413,-80.2058248,34,197,94,866066646,way,supermarket,,ALDI,Mo-Su 08:30-20:00,https://stores.aldi.us/pa/meadville/16500-conneaut-lake-road,+1 855-955-2534,openstreetmap
Al's Melons,"Grand Army of the Republic Highway, Sadsbury Township, PA",Food & Grocery,Grocery Store,Full-Service Grocery,,41.6081245,-80.3252096,34,197,94,6291672984,node,supermarket,,,,,,openstreetmap
Aldi,"4728, Buffalo Road, Erie, PA, 16510",Food & Grocery,Grocery Store,Full-Service Grocery,value,42.1508307,-79.9955259,34,197,94,7567529748,node,supermarket,,Aldi,Mo-Su 09:00-20:00,https://stores.aldi.us/pa/erie/4728-buffalo-road,+1 855-955-2534,openstreetmap
All In One Supermarket,"3304, Pine Avenue, Erie, PA, 16504",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1102433,-80.0564411,34,197,94,7902913710,node,supermarket,,,,,,openstreetmap
Almadina Supermarket,"2325, Parade Street, Erie, PA, 16503",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1170064,-80.0659574,34,197,94,7567700244,node,supermarket,,,,,,openstreetmap
Ash Street Market,"601, East 6th Street, Erie, PA, 16507",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1341658,-80.0717583,34,197,94,8576215694,node,supermarket,,,,,,openstreetmap
BFA Mart,"1511, West 38th Street, Erie, PA, 16508",Food & Grocery,Grocery Store,Full-Service Grocery,,42.0898935,-80.0974544,34,197,94,10016171783,node,supermarket,,,,,,openstreetmap
Bello's Market,"2650, West 8th Street, Erie, PA, 16505",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1061009,-80.1430799,34,197,94,7854959976,node,supermarket,,,,,,openstreetmap
Cambridge Grocery,"110, Railroad Street, 16403",Food & Grocery,Grocery Store,Specialty/Independent,,41.8041185,-80.0583202,34,197,94,13645502501,node,grocery,,,Su 09:00-17:00; Mo-Sa 08:00-18:00,http://yelp.com,+1-347-754-9607,openstreetmap
City Fresh & Fast Mart,"155, East 25th Street, Erie, PA, 16503",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1138916,-80.0708476,34,197,94,10270352160,node,supermarket,,,,,,openstreetmap
DK International Foods,"2122, Buffalo Road, Erie, PA, 16510",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1343941,-80.0293915,34,197,94,7564032670,node,supermarket,,,,,,openstreetmap
Darshan Friendly Mart,"2244, Broad Street, Erie, PA, 16503",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1252404,-80.0440778,34,197,94,7896894929,node,supermarket,,,,,,openstreetmap
Erie Food Co-op,"1341, West 26th Street, Erie, PA, 16508",Food & Grocery,Grocery Store,Full-Service Grocery,premium,42.101073,-80.10149,34,197,94,8528974113,node,supermarket,,,Su 10:00-20:00; Mo-Sa 08:00-20:00,https://eriefood.coop/cafe-and-bakery,+1-814-456-0282,openstreetmap
Fadak International Food Market,"2601, Parade Street, Erie, PA, 16504",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1150547,-80.0646815,34,197,94,7567752590,node,supermarket,,,,,,openstreetmap
Fresh Asian Mini Mart,"837, West 38th Street, Erie, PA, 16508",Food & Grocery,Grocery Store,Full-Service Grocery,,42.0948384,-80.08517,34,197,94,7573211278,node,supermarket,,,,,,openstreetmap
Giant Eagle,"2501, West 12th Street, Erie, PA, 16505",Food & Grocery,Grocery Store,Full-Service Grocery,standard,42.1010469,-80.1344633,34,197,94,2295317091,node,supermarket,,Giant Eagle,Mo-Su 07:00-22:00,,+1 814-838-6990,openstreetmap
Giant Eagle,"4265, Buffalo Road, Erie, PA, 16510",Food & Grocery,Grocery Store,Full-Service Grocery,standard,42.1434971,-80.0040297,34,197,94,7564280886,node,supermarket,,Giant Eagle,Mo-Su 07:00-22:00,http://gianteagle.com,+1 814-899-2730,openstreetmap
Giant Eagle,"2067, Interchange Road, Erie, PA, 16509",Food & Grocery,Grocery Store,Full-Service Grocery,standard,42.0630315,-80.1016364,34,197,94,7576297462,node,supermarket,,Giant Eagle,Mo-Su 07:00-21:00,,+1 814-866-1089,openstreetmap
Giant Eagle,"9125, West Ridge Road, Girard, PA, 16417",Food & Grocery,Grocery Store,Full-Service Grocery,standard,42.0083212,-80.3010533,34,197,94,7788065817,node,supermarket,,Giant Eagle,Mo-Su 07:00-21:00,,+1 814-774-2656,openstreetmap
Giant Eagle,"18511, Smock Highway, Meadville, PA, 16335",Food & Grocery,Grocery Store,Full-Service Grocery,standard,41.6185617,-80.1674144,34,197,94,912434023,way,supermarket,,Giant Eagle,Mo-Su 06:00-21:00,,+1 814-724-1119,openstreetmap
Global Market of PA,"718, East Avenue, Erie, PA, 16503",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1359713,-80.0623356,34,197,94,10273208152,node,supermarket,,,,,,openstreetmap
Gordon Food Service,"6740, Peach Street, Erie, PA, 16509",Food & Grocery,Grocery Store,Full-Service Grocery,,42.0564013,-80.0911517,34,197,94,7571606146,node,supermarket,,Gordon Food Service,,,,openstreetmap
H & H Market,,Food & Grocery,Grocery Store,Full-Service Grocery,,41.7149701,-80.1456195,34,197,94,358217779,way,supermarket,,,Su 08:00-18:00; Mo-Fr 06:00-21:00; Sa 08:00-19:00,,+1 814 763 5622,openstreetmap
Himalayan Groceries,"418, East 21st Street, Erie, PA, 16503",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1197571,-80.0671605,34,197,94,9906306381,node,supermarket,,,,,,openstreetmap
Kamana Asian Food Mart,"1230, French Street, Erie, PA, 16501",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1231371,-80.0799103,34,197,94,7580952316,node,supermarket,,,,,,openstreetmap
Lake Erie International Market,"601, Brown Avenue, Erie, PA, 16502",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1117711,-80.09018,34,197,94,8511356512,node,supermarket,,,,,,openstreetmap
Larkin's Market,"263, East 22nd Street, Erie, PA, 16503",Food & Grocery,Grocery Store,Full-Service Grocery,,42.117307,-80.069724,34,197,94,13138265512,node,supermarket,,,,,,openstreetmap
Larry's Central Market,"1626, Sassafras Street, Erie, PA, 16502",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1179519,-80.0825072,34,197,94,7851205288,node,supermarket,,,,,,openstreetmap
Market Place,,Food & Grocery,Grocery Store,Full-Service Grocery,,41.758757,-80.3704675,34,197,94,697623785,way,supermarket,,,,,,openstreetmap
Middle East Market,"2702, Parade Street, Erie, PA, 16504",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1139672,-80.0646355,34,197,94,13526875032,node,supermarket,,,,,,openstreetmap
One-Mart,"420, East 26th Street, Erie, PA, 16504",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1156732,-80.0643837,34,197,94,13526885670,node,supermarket,,,,,,openstreetmap
Oriental Minimart,"1218, East 38th Street, Erie, PA, 16504",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1125163,-80.0396311,34,197,94,7573082500,node,supermarket,,,,,,openstreetmap
Orsini's Corner Market,"560, East 5th Street, Erie, PA, 16507",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1353856,-80.0729912,34,197,94,9864140297,node,supermarket,,,,,,openstreetmap
Rakan Market,"813, East Avenue, Erie, PA, 16503",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1353716,-80.0611998,34,197,94,7992901082,node,supermarket,,,,,,openstreetmap
Ray's,,Food & Grocery,Grocery Store,Full-Service Grocery,,41.6549839,-80.4076247,34,197,94,1330242168,way,supermarket,,,,,,openstreetmap
Rippers,"2402, Peach Street, Erie, PA, 16502",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1129396,-80.0762507,34,197,94,8349841414,node,supermarket,,,,,,openstreetmap
Sander's Markets,"109, West Main Street, North East, PA, 16428",Food & Grocery,Grocery Store,Full-Service Grocery,,42.2129264,-79.8415382,34,197,94,7734134686,node,supermarket,,,,,,openstreetmap
Save-A-Lot,"2026, Broad Street, Erie, PA, 16503",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1266299,-80.0456548,34,197,94,3382328227,node,supermarket,,Save-A-Lot,,https://savealot.com/grocery-stores/erie-16503-21607/,,openstreetmap
Save-A-Lot,"2209, West 12th Street, Erie, PA, 16505",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1034777,-80.1303467,34,197,94,7564215763,node,supermarket,,Save-A-Lot,,https://savealot.com/grocery-stores/erie-16505-21606/,,openstreetmap
Save-A-Lot,"18967, Park Avenue Plaza, Meadville, PA, 16335",Food & Grocery,Grocery Store,Full-Service Grocery,,41.62236,-80.1623199,34,197,94,7857845498,node,supermarket,,Save-A-Lot,,,,openstreetmap
Serafin's Food Market,"601, East 24th Street, Erie, PA, 16503",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1183717,-80.0613164,34,197,94,8540835178,node,supermarket,,,,,,openstreetmap
Sham Market,"760, East 12th Street, Erie, PA, 16503",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1301529,-80.0638794,34,197,94,7581148993,node,supermarket,,,,,,openstreetmap
Shur-Fine,"6992, Buffalo Road, Harborcreek, PA, 16421",Food & Grocery,Grocery Store,Full-Service Grocery,,42.171603,-79.9481963,34,197,94,7566365998,node,supermarket,,,,,,openstreetmap
Stanganelli's,"1621, West 26th Street, Erie, PA, 16508",Food & Grocery,Grocery Store,Full-Service Grocery,,42.0985019,-80.108981,34,197,94,8532077136,node,supermarket,,,,,,openstreetmap
Stanganelli's Italian Foods,"602, East 25th Street, Erie, PA, 16503",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1179816,-80.0608827,34,197,94,8540835201,node,supermarket,,,,,,openstreetmap
State Line Grocery,"10765, West Main Street, Ripley, NY, 14775",Food & Grocery,Grocery Store,Full-Service Grocery,,42.2441377,-79.7595288,34,197,94,8184705669,node,supermarket,,,,,,openstreetmap
State Street Market,"1022, State Street, Erie, PA, 16501",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1247741,-80.0825079,34,197,94,7717356754,node,supermarket,,,,,,openstreetmap
Tops,"1702, East 38th Street, Erie, PA, 16510",Food & Grocery,Grocery Store,Full-Service Grocery,standard,42.1176004,-80.0307923,34,197,94,4635143845,node,supermarket,,Tops,,,+1 814-455-7482,openstreetmap
Tops,"712, West 38th Street, Erie, PA, 16508",Food & Grocery,Grocery Store,Full-Service Grocery,standard,42.097255,-80.0843165,34,197,94,7573221729,node,supermarket,,Tops,06:00-24:00,https://www.topsmarkets.com/StoreLocator/Store?L=665&M=&S=,+1 814-864-4958,openstreetmap
Tops,"230, High Street, Waterford, PA, 16441",Food & Grocery,Grocery Store,Full-Service Grocery,standard,41.9379136,-79.9828673,34,197,94,8075456656,node,supermarket,,Tops,,,+1 814-796-6711,openstreetmap
Tops,"19, East High Street, Union City, PA, 16438",Food & Grocery,Grocery Store,Full-Service Grocery,standard,41.9003598,-79.8439454,34,197,94,8707096245,node,supermarket,,Tops,,,+1 814-438-7614,openstreetmap
Tops,"144, West Center Street, Meadville, PA, 16335",Food & Grocery,Grocery Store,Full-Service Grocery,standard,41.6403746,-80.1562119,34,197,94,834283143,way,supermarket,,Tops,,,+1 814-724-4025,openstreetmap
Trawka's Market,"712, Payne Avenue, Erie, PA, 16503",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1381543,-80.0540215,34,197,94,8010061158,node,supermarket,,,,,,openstreetmap
UK Supermarket,"1105, Parade Street, Erie, PA, 16503",Food & Grocery,Grocery Store,Full-Service Grocery,,42.1275229,-80.0729278,34,197,94,7581073125,node,supermarket,,,,,,openstreetmap
Valesky's,"1044, Water Street, Meadville, PA, 16335",Food & Grocery,Grocery Store,Full-Service Grocery,,41.6354747,-80.1569165,34,197,94,8476490365,node,supermarket,,,,,,openstreetmap
Walmart Supercenter,"2711, Elm Street, Erie, PA, 16504",Food & Grocery,Grocery Store,Full-Service Grocery,bigbox,42.1229775,-80.0410239,34,197,94,330298508,way,supermarket,,Walmart,06:00-23:00,https://www.walmart.com/store/5445-erie-pa,+1 814-459-3625,openstreetmap
Walmart Supercenter,"11415, Hydetown Road, Titusville, PA, 16354",Food & Grocery,Grocery Store,Full-Service Grocery,bigbox,41.633261,-79.6987941,34,197,94,341881558,way,supermarket,,Walmart,24/7,https://www.walmart.com/store/5360-titusville-pa,+1 814-827-0850,openstreetmap
Walmart Supercenter,"16086, Conneaut Lake Road, Meadville, PA, 16335",Food & Grocery,Grocery Store,Full-Service Grocery,bigbox,41.6223058,-80.2139092,34,197,94,358214172,way,supermarket,,Walmart,24/7,https://www.walmart.com/store/1656-meadville-pa,+1 814-724-6267,openstreetmap
Walmart Supercenter,"5350, West Ridge Road, Erie, PA, 16506",Food & Grocery,Grocery Store,Full-Service Grocery,bigbox,42.0678595,-80.1959193,34,197,94,814396535,way,supermarket,,Walmart,06:00-23:00,https://www.walmart.com/store/2561-erie-pa,+1 814-835-0556,openstreetmap
Walmart Supercenter,"5741, Buffalo Road, Harborcreek, PA, 16421",Food & Grocery,Grocery Store,Full-Service Grocery,bigbox,42.1594348,-79.9681384,34,197,94,819533223,way,supermarket,,Walmart,,https://www.walmart.com/store/3281-harborcreek-pa,,openstreetmap
Walmart Supercenter,"1825, Downs Drive, Erie, PA, 16509",Food & Grocery,Grocery Store,Full-Service Grocery,bigbox,42.0520324,-80.0799031,34,197,94,820437381,way,supermarket,,Walmart,06:00-23:00,https://www.walmart.com/store/2278-erie-pa,+1 814-864-7330,openstreetmap
Walmart Supercenter,"108, Washington Towne Boulevard, Edinboro, PA, 16412",Food & Grocery,Grocery Store,Full-Service Grocery,bigbox,41.876783,-80.1742687,34,197,94,824940761,way,supermarket,,Walmart,06:00-23:00,https://www.walmart.com/store/3253-edinboro-pa,+1 814-734-0900,openstreetmap
Wegmans,"5028, West Ridge Road, Erie, PA, 16506",Food & Grocery,Grocery Store,Full-Service Grocery,premium,42.0701276,-80.1908615,34,197,94,815580486,way,supermarket,,Wegmans,,https://www.wegmans.com/stores/erie-west-pa,+1 814-835-1900,openstreetmap
Wegmans,"6143, Peach Street, Erie, PA, 16509",Food & Grocery,Grocery Store,Full-Service Grocery,premium,42.0603519,-80.0916907,34,197,94,823983969,way,supermarket,,Wegmans,Mo-Su 06:00-24:00,https://www.wegmans.com/stores/erie-peach-st-pa/,+1 814-860-5300,openstreetmap
Westside Market on Powell,"1119, Powell Avenue, Erie, PA, 16505",Food & Grocery,Grocery Store,Full-Service Grocery,premium,42.0923922,-80.167362,34,197,94,12717385700,node,supermarket,,,,,,openstreetmap
AAA Animal Clinic,"336, East 12th Street, Erie, PA, 16503",Health,Clinic,Veterinary,,42.1264512,-80.0740188,239,68,68,7580999778,node,,veterinary,,,,,openstreetmap
AHN Primary Care,"3413, Cherry Street, Erie, PA, 16508",Health,Clinic,Outpatient Clinic,,42.1003154,-80.0817182,239,68,68,8513624671,node,,clinic,,,,,openstreetmap
AHN Primary Care,"450, Erie Street, Edinboro, PA, 16412",Health,Clinic,Outpatient Clinic,,41.8825074,-80.1274571,239,68,68,13620546662,node,,clinic,,,,,openstreetmap
Adagio Health,"3530, Peach Street, Erie, PA, 16508",Health,Clinic,Outpatient Clinic,,42.100318,-80.0807479,239,68,68,7902936089,node,,clinic,,,,,openstreetmap
Adagio Health,,Health,Clinic,Medical Office,,41.8758951,-80.1295423,239,68,68,961733865,way,,doctors,,,,,openstreetmap
Albion Animal Center,"11, Wells Avenue, Albion, PA, 16401",Health,Clinic,Veterinary,,41.8907109,-80.3614623,239,68,68,1070486001,way,,veterinary,,,,+1-814-756-4441,openstreetmap
Allegheny Health Nertwork,"1910, Sassafras Street, Erie, PA, 16502",Health,Clinic,Outpatient Clinic,,42.115713,-80.0814305,239,68,68,9227909059,node,,clinic,,,,,openstreetmap
American Association,"3308, State Street, Erie, PA, 16508",Health,Clinic,Dental Office,,42.1059266,-80.0700828,239,68,68,8497217325,node,,dentist,,,,,openstreetmap
Anesthesia Consultants of Erie,"444, West 8th Street, Erie, PA, 16502",Health,Clinic,Outpatient Clinic,,42.1240207,-80.0940131,239,68,68,8408626880,node,,clinic,,,,,openstreetmap
Animal Ark Pet Hospital,"3024, West 12th Street, Erie, PA, 16505",Health,Clinic,Veterinary,,42.0987027,-80.1496194,239,68,68,7575859042,node,,veterinary,,,,,openstreetmap
Animal Hospital of Meadville,"10696, Mercer Pike, Meadville, PA, 16335",Health,Clinic,Veterinary,,41.6144964,-80.1677141,239,68,68,1070406834,way,,veterinary,,,,+1 814 333 1313,openstreetmap
Animal Hospital of Waterford,"941, US-19, Waterford, PA, 16441",Health,Clinic,Veterinary,,41.9507354,-79.9906641,239,68,68,9347255918,node,,veterinary,,,https://www.vetsatwaterford.com/,+1-814-796-6115,openstreetmap
Animal Kingdom Pet Hospital,"2222, East 38th Street, Erie, PA, 16510",Health,Clinic,Veterinary,,42.1201741,-80.0190894,239,68,68,7578534677,node,,veterinary,,,,,openstreetmap
"Armanini, Kolodychak, & Baslie","4600, Zuck Road, Erie, PA, 16506",Health,Clinic,Medical Office,,42.0730973,-80.1222494,239,68,68,7576246638,node,,doctors,,,,,openstreetmap
Arthritis Associates of Erie,"3317, Liberty Street, Erie, PA, 16508",Health,Clinic,Medical Office,,42.0996983,-80.0860827,239,68,68,7578398175,node,,doctors,,,,,openstreetmap
Artistry In Dentistry,"3703, Old French Road, Erie, PA, 16504",Health,Clinic,Dental Office,,42.104849,-80.0616267,239,68,68,8504650998,node,,dentist,,,,,openstreetmap
Aspen Dental,"7165, Peach Street, Erie, PA, 16509",Health,Clinic,Dental Office,,42.054601,-80.0860073,239,68,68,7571393110,node,,dentist,Aspen Dental,,,,openstreetmap
Aspen Dental,"11223, Shaw Avenue, Meadville, PA",Health,Clinic,Dental Office,,41.620865,-80.1746286,239,68,68,8476735291,node,,dentist,Aspen Dental,,,,openstreetmap
Barbara Johnson,"3822, Wayne Street, Erie, PA, 16504",Health,Clinic,Dental Office,,42.1076306,-80.0492052,239,68,68,7897603631,node,,dentist,,,,,openstreetmap
"Baron Takayuki Denniston, M.D.","4960, Pittsburgh Avenue, Erie, PA, 16509",Health,Clinic,Medical Office,,42.0736218,-80.1111695,239,68,68,12140066561,node,,doctors,,,,,openstreetmap
Beautiful Smiles,"5125, Zuck Road, Erie, PA, 16506",Health,Clinic,Dental Office,,42.0702657,-80.1175899,239,68,68,7636434043,node,,dentist,,,,,openstreetmap
Bell Dental Associates,"4820, Buffalo Road, Erie, PA, 16510",Health,Clinic,Dental Office,,42.1513106,-79.9937852,239,68,68,9915210469,node,,dentist,,,,,openstreetmap
Camboro Veterinary Hospital,"5989, Route 6N, Edinboro, PA, 16412",Health,Clinic,Veterinary,,41.8792856,-80.1734911,239,68,68,824946132,way,,veterinary,,,,,openstreetmap
Center For Focused Care,"3250, West Lake Road, Erie, PA, 16505",Health,Clinic,Medical Office,,42.1035916,-80.1605387,239,68,68,7862367953,node,,doctors,,,,,openstreetmap
Central Outreach Wellness Center,"3104, State Street, 16508",Health,Clinic,Outpatient Clinic,,42.10744,-80.0709292,239,68,68,12778651401,node,,clinic,,Mo 09:00-19:00; Tu-Th 09:00-17:00; Fr 10:00-17:00,https://www.centraloutreach.com/location/erie-pa-location,,openstreetmap
Circulatory Centers of America,"3939, West Ridge Common Drive, Erie, PA, 16506",Health,Clinic,Medical Office,,42.0779012,-80.1621206,239,68,68,8047318802,node,,doctors,,,,,openstreetmap
Coben Health Center,"4118, Briggs Avenue, Erie, PA, 16546",Health,Clinic,Outpatient Clinic,,42.1047098,-80.0509374,239,68,68,8300728195,node,,clinic,,,,,openstreetmap
Cochranton,"1009, Water Street, Meadville, PA, 16335",Health,Clinic,Medical Office,,41.6361771,-80.155552,239,68,68,807621446,way,,doctors,,,,,openstreetmap
Comprehensive Plastic Surgery,"4355, Peach Street, Erie, PA, 16509",Health,Clinic,Medical Office,,42.0885604,-80.0859123,239,68,68,7573303392,node,,doctors,,,,,openstreetmap
Concentra Urgent Care,"3010, West Lake Road, Erie, PA, 16505",Health,Clinic,Outpatient Clinic,,42.1039686,-80.1526772,239,68,68,7887774615,node,,clinic,,,,,openstreetmap
Crawford County Humane Society Veterinary Hospital,"1116, Park Avenue, Meadville, PA, 16335",Health,Clinic,Veterinary,,41.6331086,-80.1549981,239,68,68,977616548,way,,veterinary,,,,,openstreetmap
DaVita Dialysis,"330, Erie Central Mall, Erie, PA, 16501",Health,Clinic,Outpatient Clinic,,42.118512,-80.0814442,239,68,68,7570012627,node,,clinic,DaVita Dialysis,,,,openstreetmap
DaVita Dialysis,"2042, Edinboro Road, Erie, PA, 16565",Health,Clinic,Outpatient Clinic,,42.0659879,-80.0984101,239,68,68,7571673572,node,,clinic,DaVita Dialysis,,,,openstreetmap
DaVita Dialysis,"350, East Bayfront Parkway, Erie, PA, 16507",Health,Clinic,Outpatient Clinic,,42.138559,-80.0813278,239,68,68,7813450322,node,,clinic,DaVita Dialysis,,,,openstreetmap
DaVita Dialysis,"19050, Park Avenue Plaza, Meadville, PA, 16335",Health,Clinic,Outpatient Clinic,,41.6229823,-80.1596992,239,68,68,8475945553,node,,clinic,DaVita Dialysis,,,,openstreetmap
DaVita Dialysis,"2563, West 8th Street, Erie, PA, 16505",Health,Clinic,Outpatient Clinic,,42.106367,-80.140216,239,68,68,8745826494,node,,clinic,DaVita Dialysis,,,,openstreetmap
DaVita Dialysis,,Health,Clinic,Outpatient Clinic,,41.6364295,-80.1527634,239,68,68,9099330022,node,,clinic,,,,,openstreetmap
David F. Dieteman,"3190, Glenwood Park Avenue, Erie, PA, 16508",Health,Clinic,Medical Office,,42.1039711,-80.0756339,239,68,68,8517862929,node,,doctors,,,,,openstreetmap
Dental Arts of Erie,"4330, Peach Street, Erie, PA, 16509",Health,Clinic,Dental Office,,42.0893372,-80.0862107,239,68,68,7573341393,node,,dentist,,,,,openstreetmap
Dental Office,,Health,Clinic,Dental Office,,41.6445508,-80.1574705,239,68,68,10174421387,node,,dentist,,,,,openstreetmap
Dermatology and Skin Surgery Institute,"North Main Street Extension, Meadville, PA, 16335",Health,Clinic,Medical Office,,41.6576778,-80.1394369,239,68,68,1119756544,way,,doctors,,,,,openstreetmap
Diagnostic X-Ray Service,"1769, West 26th Street, Erie, PA, 16508",Health,Clinic,Outpatient Clinic,,42.0972135,-80.1127202,239,68,68,8532707566,node,,clinic,,,,,openstreetmap
Doleski & Wolford Orthodontics,"3230, West 38th Street, Erie, PA, 16506",Health,Clinic,Dental Office,,42.0755778,-80.1396912,239,68,68,8288176008,node,,dentist,,,,,openstreetmap
Doleski & Wolford Ortodontics,"4201, Main Street, Erie, PA, 16511",Health,Clinic,Medical Office,,42.1510703,-80.0127874,239,68,68,7578628925,node,,doctors,,,,,openstreetmap
Dowd George J,"2209, West Grandview Boulevard, Erie, PA, 16506",Health,Clinic,Medical Office,,42.0762259,-80.1131032,239,68,68,7942627088,node,,doctors,,,,,openstreetmap
Dr. Bob Allison,"4208, Main Street, Erie, PA, 16511",Health,Clinic,Outpatient Clinic,,42.1515094,-80.0128865,239,68,68,10676572043,node,,clinic,,,,,openstreetmap
Dr. Fatica,"2702, Zuck Road, Erie, PA, 16506",Health,Clinic,Medical Office,,42.0888713,-80.1317856,239,68,68,7674930383,node,,doctors,,,,,openstreetmap
Dr. Mitchell S. Humphrey,"3416, State Street, Erie, PA, 16508",Health,Clinic,Medical Office,,42.1051476,-80.0695087,239,68,68,7913631526,node,,doctors,,,,,openstreetmap
Dr. Patrick A. DeMarco,"3822, Schaper Avenue, Erie, PA, 16508",Health,Clinic,Dental Office,,42.0838979,-80.1135629,239,68,68,8013830868,node,,dentist,,,,,openstreetmap
"Dr. Richard Brozewicz, DDS","1851, East 38th Street, Erie, PA, 16510",Health,Clinic,Dental Office,,42.1169362,-80.0260783,239,68,68,902738726,way,,dentist,,,,+18148257444,openstreetmap
"Dr. Robert Romeo, DMD","2634, West 30th Street, Erie, PA, 16506",Health,Clinic,Dental Office,,42.0870459,-80.1307275,239,68,68,13627121874,node,,dentist,,,,,openstreetmap
Dugan Robert,"926, West 38th Street, Erie, PA, 16508",Health,Clinic,Outpatient Clinic,,42.0951867,-80.0865186,239,68,68,8342978757,node,,clinic,,,,,openstreetmap
Eastside Medical Center,"2625, Parade Street, Erie, PA, 16504",Health,Clinic,Outpatient Clinic,,42.1145058,-80.064168,239,68,68,7567766714,node,,clinic,,,,,openstreetmap
Erie Animal Hospital,"3024, West 26th Street, Erie, PA, 16506",Health,Clinic,Veterinary,,42.0871648,-80.140956,239,68,68,7576508856,node,,veterinary,,,,,openstreetmap
Erie Humane Society Pet Wellness Clinic,"2433, Zimmerly Road, Erie, PA, 16506",Health,Clinic,Veterinary,,42.065719,-80.1120363,239,68,68,812577976,way,,veterinary,,,https://www.eriehumanesociety.org/clinic,+18143159854,openstreetmap
Erie Oriental Medicine,"2131, West 8th Street, Erie, PA, 16505",Health,Clinic,Outpatient Clinic,,42.1097057,-80.131141,239,68,68,7973638486,node,,clinic,,,,,openstreetmap
Erie Osteopathic Medicine,"2115, West 38th Street, Erie, PA, 16509",Health,Clinic,Outpatient Clinic,,42.0842433,-80.1140231,239,68,68,8013840202,node,,clinic,,,,,openstreetmap
Express Care at Saint Vincent - East,"4950, Buffalo Road, Erie, PA, 16510",Health,Clinic,Outpatient Clinic,,42.1526973,-79.9912609,239,68,68,831384893,way,,clinic,,Mo-Fr 09:00-17:00,https://erie.ahn.org/locations/express-care-at-saint-vincent-east,+1-814-898-2576,openstreetmap
Fairview Family Dental,"7435, West Ridge Road, Fairview, PA, 16415",Health,Clinic,Dental Office,,42.0326347,-80.2537537,239,68,68,7955812302,node,,dentist,,,,,openstreetmap
Family Dental Care,"4206, East Lake Road, Erie, PA, 16511",Health,Clinic,Dental Office,,42.1581986,-80.0166496,239,68,68,8248211592,node,,dentist,,,,,openstreetmap
Family Dentisitry,"3805, Raspberry Street, Erie, PA, 16509",Health,Clinic,Dental Office,,42.0934253,-80.0897388,239,68,68,8584197492,node,,dentist,,,,,openstreetmap
French Creek Dental Group,,Health,Clinic,Dental Office,,41.6395138,-80.1553525,239,68,68,1144218928,way,,dentist,,Mo-Th 08:30-16:00; Fr 08:30-14:00,,+1 814-333-6000,openstreetmap
Gaudenzia Erie,"141, West 11th Street, Erie, PA, 16501",Health,Clinic,Medical Office,,42.1232047,-80.0845874,239,68,68,7717556242,node,,doctors,,,,,openstreetmap
Glecos & Glecos,"3408, State Street, Erie, PA, 16508",Health,Clinic,Dental Office,,42.105312,-80.0696902,239,68,68,7913668593,node,,dentist,,,,,openstreetmap
Glenwood Family Medicine,"213, East 41st Street, Erie, PA, 16504",Health,Clinic,Outpatient Clinic,,42.1000447,-80.060332,239,68,68,7636250410,node,,clinic,,,,,openstreetmap
Glenwood Pet Hospital,"2233, West 38th Street, Erie, PA, 16506",Health,Clinic,Veterinary,,42.081891,-80.116713,239,68,68,7851491916,node,,veterinary,,,,,openstreetmap
Grandview Family Practice,"4500, Pine Avenue, Erie, PA, 16504",Health,Clinic,Medical Office,,42.1064287,-80.0357218,239,68,68,7573037651,node,,doctors,,,,,openstreetmap
